Geography,Type,ASP,Total Units Sold,Week,Year,Total Crop Inventory
Southeast,Conventional,1.173278751,5349496.42,5/9/2021,2021,55710038
West,Conventional,1.148320012,7321340.21,5/9/2021,2021,55710038
Total U.S.,Conventional,1.13496175,42889029.8,5/9/2021,2021,55710038
Albany,Organic,1.668485262,3456.08,5/9/2021,2021,55710038
Atlanta,Organic,1.626147035,34900.21,5/9/2021,2021,55710038
Baltimore/Washington,Organic,1.276431656,91755.13,5/9/2021,2021,55710038
Birmingham/Montgomery,Organic,1.458824713,10824.23,5/9/2021,2021,55710038
Boise,Organic,1.83934977,6811.61,5/9/2021,2021,55710038
Boston,Organic,2.036106845,38037.8,5/9/2021,2021,55710038
Buffalo/Rochester,Organic,1.574730949,17376.37,5/9/2021,2021,55710038
Charlotte,Organic,1.620252493,20539.04,5/9/2021,2021,55710038
Chicago,Organic,1.734605328,75752.37,5/9/2021,2021,55710038
Cincinnati/Dayton,Organic,1.946252629,16496.46,5/9/2021,2021,55710038
Columbus,Organic,1.720830135,12221.72,5/9/2021,2021,55710038
Dallas/Ft. Worth,Organic,1.482355647,51374.67,5/9/2021,2021,55710038
Denver,Organic,1.272395088,190698.96,5/9/2021,2021,55710038
Detroit,Organic,1.378210917,23105.1,5/9/2021,2021,55710038
Grand Rapids,Organic,0.918731365,14794.87,5/9/2021,2021,55710038
Harrisburg/Scranton,Organic,1.297560486,24243.06,5/9/2021,2021,55710038
Hartford/Springfield,Organic,2.165064447,17227.21,5/9/2021,2021,55710038
Houston,Organic,1.656133297,15842.72,5/9/2021,2021,55710038
Indianapolis,Organic,1.641840598,9401.54,5/9/2021,2021,55710038
Jacksonville,Organic,1.415605836,12910.37,5/9/2021,2021,55710038
Las Vegas,Organic,1.591342356,17336.17,5/9/2021,2021,55710038
Los Angeles,Organic,1.739819919,159430.78,5/9/2021,2021,55710038
Louisville,Organic,1.910681496,5695.11,5/9/2021,2021,55710038
Miami/Ft. Lauderdale,Organic,1.311876771,52808.52,5/9/2021,2021,55710038
Nashville,Organic,1.736213826,14841.01,5/9/2021,2021,55710038
Northern New England,Organic,2.076187269,17610.52,5/9/2021,2021,55710038
New Orleans/Mobile,Organic,1.163862887,17207.3,5/9/2021,2021,55710038
New York,Organic,1.848584464,104272.27,5/9/2021,2021,55710038
Orlando,Organic,1.317896294,35212.34,5/9/2021,2021,55710038
Peoria/Springfield,Organic,1.699543397,3834.15,5/9/2021,2021,55710038
Philadelphia,Organic,1.720498466,29823.01,5/9/2021,2021,55710038
Phoenix/Tucson,Organic,1.501291655,35778.1,5/9/2021,2021,55710038
Pittsburgh,Organic,1.402902744,16414.93,5/9/2021,2021,55710038
Portland,Organic,2.0365591,40954.54,5/9/2021,2021,55710038
Providence,Organic,2.144943163,4935.24,5/9/2021,2021,55710038
Raleigh/Greensboro,Organic,1.614735612,26054.76,5/9/2021,2021,55710038
Richmond/Norfolk,Organic,1.121016852,35052.31,5/9/2021,2021,55710038
Roanoke,Organic,1.363845427,14326.37,5/9/2021,2021,55710038
Sacramento,Organic,1.914630396,24385.54,5/9/2021,2021,55710038
San Diego,Organic,1.898576191,37266.41,5/9/2021,2021,55710038
San Francisco,Organic,1.959006393,79345.78,5/9/2021,2021,55710038
Seattle,Organic,1.965826657,78127.79,5/9/2021,2021,55710038
South Carolina,Organic,1.686455978,27486.71,5/9/2021,2021,55710038
Spokane,Organic,2.217491573,5092.81,5/9/2021,2021,55710038
St. Louis,Organic,2.271601472,7168.47,5/9/2021,2021,55710038
Syracuse,Organic,1.742366462,5720.39,5/9/2021,2021,55710038
Tampa,Organic,1.106313397,30637.02,5/9/2021,2021,55710038
Toledo,Organic,1.713492789,5166.36,5/9/2021,2021,55710038
West Tex/New Mexico,Organic,1.300621659,27774.62,5/9/2021,2021,55710038
Wichita,Organic,1.602122343,3546.63,5/9/2021,2021,55710038
California,Organic,1.841056236,368474.94,5/9/2021,2021,55710038
Great Lakes,Organic,1.554986955,234420.57,5/9/2021,2021,55710038
Midsouth,Organic,1.436676308,294220.06,5/9/2021,2021,55710038
Northeast,Organic,1.786850676,306461.24,5/9/2021,2021,55710038
Plains,Organic,1.698571009,47959.95,5/9/2021,2021,55710038
South Central,Organic,1.515730447,160190.11,5/9/2021,2021,55710038
Southeast,Organic,1.396800682,267489.26,5/9/2021,2021,55710038
West,Organic,1.559112831,547564.74,5/9/2021,2021,55710038
Total U.S.,Organic,1.600883287,2226780.87,5/9/2021,2021,55710038
Albany,Conventional,1.012745456,139235.89,5/16/2021,2021,59024734
Atlanta,Conventional,1.150834667,722092.17,5/16/2021,2021,59024734
Baltimore/Washington,Conventional,1.431524503,925387.99,5/16/2021,2021,59024734
Birmingham/Montgomery,Conventional,1.094961171,334909.88,5/16/2021,2021,59024734
Boise,Conventional,1.32232885,115172.82,5/16/2021,2021,59024734
Boston,Conventional,1.472672357,595653.02,5/16/2021,2021,59024734
Buffalo/Rochester,Conventional,1.236242285,189375.95,5/16/2021,2021,59024734
Charlotte,Conventional,1.271355764,340621.86,5/16/2021,2021,59024734
Chicago,Conventional,1.345110135,778433.84,5/16/2021,2021,59024734
Cincinnati/Dayton,Conventional,0.992071658,332488.47,5/16/2021,2021,59024734
Columbus,Conventional,0.950553593,271181.7,5/16/2021,2021,59024734
Dallas/Ft. Worth,Conventional,0.899906756,1462707.28,5/16/2021,2021,59024734
Denver,Conventional,1.02158346,1077781.08,5/16/2021,2021,59024734
Detroit,Conventional,0.990675709,505814.2,5/16/2021,2021,59024734
Grand Rapids,Conventional,1.513463062,167469.85,5/16/2021,2021,59024734
Harrisburg/Scranton,Conventional,1.178486603,399519.36,5/16/2021,2021,59024734
Hartford/Springfield,Conventional,1.364724526,364281.97,5/16/2021,2021,59024734
Houston,Conventional,0.868829344,1103223.77,5/16/2021,2021,59024734
Indianapolis,Conventional,0.982572375,274124.53,5/16/2021,2021,59024734
Jacksonville,Conventional,1.257106832,219635.03,5/16/2021,2021,59024734
Las Vegas,Conventional,1.085226466,384439.66,5/16/2021,2021,59024734
Los Angeles,Conventional,1.277506621,2827717.08,5/16/2021,2021,59024734
Louisville,Conventional,1.133989503,120122.43,5/16/2021,2021,59024734
Miami/Ft. Lauderdale,Conventional,1.24011544,979490.46,5/16/2021,2021,59024734
Nashville,Conventional,1.199749296,283809.69,5/16/2021,2021,59024734
Northern New England,Conventional,1.144433237,500900.27,5/16/2021,2021,59024734
New Orleans/Mobile,Conventional,0.997106318,326488.59,5/16/2021,2021,59024734
New York,Conventional,1.247930506,1920917.19,5/16/2021,2021,59024734
Orlando,Conventional,1.175583606,553312.24,5/16/2021,2021,59024734
Peoria/Springfield,Conventional,0.98871151,137932.24,5/16/2021,2021,59024734
Philadelphia,Conventional,1.173069049,648253.43,5/16/2021,2021,59024734
Phoenix/Tucson,Conventional,0.83412657,1438850.87,5/16/2021,2021,59024734
Pittsburgh,Conventional,1.262291001,116218.49,5/16/2021,2021,59024734
Portland,Conventional,1.12816149,701843.49,5/16/2021,2021,59024734
Providence,Conventional,1.558561976,90555.11,5/16/2021,2021,59024734
Raleigh/Greensboro,Conventional,1.197428032,434895.74,5/16/2021,2021,59024734
Richmond/Norfolk,Conventional,1.213521679,313351.63,5/16/2021,2021,59024734
Roanoke,Conventional,1.110712879,180314.67,5/16/2021,2021,59024734
Sacramento,Conventional,1.390796585,482271.5,5/16/2021,2021,59024734
San Diego,Conventional,1.190434097,542903.28,5/16/2021,2021,59024734
San Francisco,Conventional,1.556558869,769983.78,5/16/2021,2021,59024734
Seattle,Conventional,1.572668536,529418.45,5/16/2021,2021,59024734
South Carolina,Conventional,1.234527983,522224.85,5/16/2021,2021,59024734
Spokane,Conventional,1.322550692,84590.82,5/16/2021,2021,59024734
St. Louis,Conventional,1.031926314,211427.45,5/16/2021,2021,59024734
Syracuse,Conventional,1.165024428,88123.79,5/16/2021,2021,59024734
Tampa,Conventional,1.168263858,577925.4,5/16/2021,2021,59024734
Toledo,Conventional,0.952553737,149516.98,5/16/2021,2021,59024734
West Tex/New Mexico,Conventional,0.970330009,925845.58,5/16/2021,2021,59024734
Wichita,Conventional,1.01154357,103652.91,5/16/2021,2021,59024734
California,Conventional,1.320280635,5917100.8,5/16/2021,2021,59024734
Great Lakes,Conventional,1.124557051,4032665.23,5/16/2021,2021,59024734
Midsouth,Conventional,1.231560504,3911698.09,5/16/2021,2021,59024734
Northeast,Conventional,1.25163547,5518699.95,5/16/2021,2021,59024734
Plains,Conventional,1.145254434,1929268.9,5/16/2021,2021,59024734
South Central,Conventional,0.899116839,5837563.98,5/16/2021,2021,59024734
Southeast,Conventional,1.178267564,5254603.28,5/16/2021,2021,59024734
West,Conventional,1.06352922,7373873.82,5/16/2021,2021,59024734
Total U.S.,Conventional,1.145527615,39775474.05,5/16/2021,2021,59024734
Albany,Organic,1.712787824,3497.83,5/16/2021,2021,59024734
Atlanta,Organic,1.750195877,29404.73,5/16/2021,2021,59024734
Baltimore/Washington,Organic,1.258711497,89600.59,5/16/2021,2021,59024734
Birmingham/Montgomery,Organic,1.56312982,9408.09,5/16/2021,2021,59024734
Boise,Organic,2.302486702,5420.58,5/16/2021,2021,59024734
Boston,Organic,2.02724381,33948.66,5/16/2021,2021,59024734
Buffalo/Rochester,Organic,1.598052745,14734.73,5/16/2021,2021,59024734
Charlotte,Organic,1.683230174,18524.38,5/16/2021,2021,59024734
Chicago,Organic,1.684936393,59311.12,5/16/2021,2021,59024734
Cincinnati/Dayton,Organic,1.829916795,15118.06,5/16/2021,2021,59024734
Columbus,Organic,1.618546852,12280.91,5/16/2021,2021,59024734
Dallas/Ft. Worth,Organic,1.484764263,43651.47,5/16/2021,2021,59024734
Denver,Organic,1.418978749,48815.74,5/16/2021,2021,59024734
Detroit,Organic,1.339513181,18558.02,5/16/2021,2021,59024734
Grand Rapids,Organic,1.013374075,12013.35,5/16/2021,2021,59024734
Harrisburg/Scranton,Organic,1.298902058,22438.55,5/16/2021,2021,59024734
Hartford/Springfield,Organic,2.178340008,16980.07,5/16/2021,2021,59024734
Houston,Organic,1.815854974,13245.36,5/16/2021,2021,59024734
Indianapolis,Organic,1.613120449,7797.59,5/16/2021,2021,59024734
Jacksonville,Organic,1.432801735,12809.97,5/16/2021,2021,59024734
Las Vegas,Organic,1.590044565,16754.26,5/16/2021,2021,59024734
Los Angeles,Organic,1.713375455,154367.67,5/16/2021,2021,59024734
Louisville,Organic,2.233579971,5137.22,5/16/2021,2021,59024734
Miami/Ft. Lauderdale,Organic,1.344619654,52225.27,5/16/2021,2021,59024734
Nashville,Organic,2.000783989,13422.7,5/16/2021,2021,59024734
Northern New England,Organic,2.072917103,16681.48,5/16/2021,2021,59024734
New Orleans/Mobile,Organic,1.168655873,15124.81,5/16/2021,2021,59024734
New York,Organic,1.864939202,99160.23,5/16/2021,2021,59024734
Orlando,Organic,1.373774996,30035.96,5/16/2021,2021,59024734
Peoria/Springfield,Organic,1.668761841,3443.04,5/16/2021,2021,59024734
Philadelphia,Organic,1.718957996,25990.24,5/16/2021,2021,59024734
Phoenix/Tucson,Organic,1.47886224,31349.66,5/16/2021,2021,59024734
Pittsburgh,Organic,1.424702491,18623.86,5/16/2021,2021,59024734
Portland,Organic,2.30218144,35645.36,5/16/2021,2021,59024734
Providence,Organic,2.103088916,4417.91,5/16/2021,2021,59024734
Raleigh/Greensboro,Organic,1.628777668,24537.75,5/16/2021,2021,59024734
Richmond/Norfolk,Organic,1.121648147,35477.11,5/16/2021,2021,59024734
Roanoke,Organic,1.354068895,13603.95,5/16/2021,2021,59024734
Sacramento,Organic,1.872897716,22405.46,5/16/2021,2021,59024734
San Diego,Organic,1.933261387,36820.82,5/16/2021,2021,59024734
San Francisco,Organic,1.928706454,73101.28,5/16/2021,2021,59024734
Seattle,Organic,1.86006718,90172.92,5/16/2021,2021,59024734
South Carolina,Organic,1.739746613,24129.71,5/16/2021,2021,59024734
Spokane,Organic,2.512495043,3511.91,5/16/2021,2021,59024734
St. Louis,Organic,2.221892662,6534.66,5/16/2021,2021,59024734
Syracuse,Organic,1.724559192,4826.03,5/16/2021,2021,59024734
Tampa,Organic,1.138454809,30408.23,5/16/2021,2021,59024734
Toledo,Organic,1.504175902,4624.88,5/16/2021,2021,59024734
West Tex/New Mexico,Organic,1.267603606,27142.41,5/16/2021,2021,59024734
Wichita,Organic,1.812882704,2522.07,5/16/2021,2021,59024734
California,Organic,1.816060571,351133.39,5/16/2021,2021,59024734
Great Lakes,Organic,1.531200311,199345.96,5/16/2021,2021,59024734
Midsouth,Organic,1.459464839,279607.97,5/16/2021,2021,59024734
Northeast,Organic,1.790780587,287308.28,5/16/2021,2021,59024734
Plains,Organic,1.830041801,47085.5,5/16/2021,2021,59024734
South Central,Organic,1.591581002,156387.94,5/16/2021,2021,59024734
Southeast,Organic,1.44127982,246894.43,5/16/2021,2021,59024734
West,Organic,1.773028938,340893.19,5/16/2021,2021,59024734
Total U.S.,Organic,1.656050674,1908656.65,5/16/2021,2021,59024734
Albany,Conventional,1.10851476,145271.33,6/13/2021,2021,72677006
Albany,Conventional,1.052161657,149855.29,6/6/2021,2021,46206955
Albany,Conventional,1.112700038,149165.87,5/30/2021,2021,48698202
Albany,Conventional,1.022951087,161292.91,5/23/2021,2021,65731567
Atlanta,Conventional,1.046857816,747691.53,6/13/2021,2021,72677006
Atlanta,Conventional,1.047476754,754908.64,6/6/2021,2021,46206955
Atlanta,Conventional,1.020602284,784693.02,5/30/2021,2021,48698202
Atlanta,Conventional,1.028681097,788844.16,5/23/2021,2021,65731567
Baltimore/Washington,Conventional,1.285527135,959766.3,6/13/2021,2021,72677006
Baltimore/Washington,Conventional,1.413588371,942035.3,6/6/2021,2021,46206955
Baltimore/Washington,Conventional,1.418956237,962408.16,5/30/2021,2021,48698202
Baltimore/Washington,Conventional,1.431518634,955990.29,5/23/2021,2021,65731567
Birmingham/Montgomery,Conventional,1.061670365,329169.92,6/13/2021,2021,72677006
Birmingham/Montgomery,Conventional,1.059805738,344742.8,6/6/2021,2021,46206955
Birmingham/Montgomery,Conventional,1.074138951,352427.93,5/30/2021,2021,48698202
Birmingham/Montgomery,Conventional,1.061744308,346880.93,5/23/2021,2021,65731567
Boise,Conventional,1.356504068,114909.59,6/13/2021,2021,72677006
Boise,Conventional,1.170112594,127623.99,6/6/2021,2021,46206955
Boise,Conventional,1.276652253,120656.46,5/30/2021,2021,48698202
Boise,Conventional,1.212042069,122683.25,5/23/2021,2021,65731567
Boston,Conventional,1.423142768,653838.77,6/13/2021,2021,72677006
Boston,Conventional,1.405984373,631261.61,6/6/2021,2021,46206955
Boston,Conventional,1.516769367,644753.6,5/30/2021,2021,48698202
Boston,Conventional,1.352024351,725907.58,5/23/2021,2021,65731567
Buffalo/Rochester,Conventional,1.21289821,212357.06,6/13/2021,2021,72677006
Buffalo/Rochester,Conventional,1.234080738,202972.62,6/6/2021,2021,46206955
Buffalo/Rochester,Conventional,1.213931172,215113.83,5/30/2021,2021,48698202
Buffalo/Rochester,Conventional,1.211598699,209389.76,5/23/2021,2021,65731567
Charlotte,Conventional,1.224898856,345731.04,6/13/2021,2021,72677006
Charlotte,Conventional,1.26058903,344391.75,6/6/2021,2021,46206955
Charlotte,Conventional,1.286675831,346119.33,5/30/2021,2021,48698202
Charlotte,Conventional,1.256055735,345626.41,5/23/2021,2021,65731567
Chicago,Conventional,1.367690419,797234.61,6/13/2021,2021,72677006
Chicago,Conventional,1.061675371,1081111.9,6/6/2021,2021,46206955
Chicago,Conventional,1.478791651,764208.56,5/30/2021,2021,48698202
Chicago,Conventional,1.100616342,993999.5,5/23/2021,2021,65731567
Cincinnati/Dayton,Conventional,1.078703424,316409.76,6/13/2021,2021,72677006
Cincinnati/Dayton,Conventional,1.171253328,285840.24,6/6/2021,2021,46206955
Cincinnati/Dayton,Conventional,1.172082504,297058.86,5/30/2021,2021,48698202
Cincinnati/Dayton,Conventional,1.023761485,315001.88,5/23/2021,2021,65731567
Columbus,Conventional,1.074971869,263239.64,6/13/2021,2021,72677006
Columbus,Conventional,1.177895623,228218.54,6/6/2021,2021,46206955
Columbus,Conventional,1.216284533,238091.3,5/30/2021,2021,48698202
Columbus,Conventional,0.982399811,279175.07,5/23/2021,2021,65731567
Dallas/Ft. Worth,Conventional,0.777155848,1723088.25,6/13/2021,2021,72677006
Dallas/Ft. Worth,Conventional,0.857971589,1559951.09,6/6/2021,2021,46206955
Dallas/Ft. Worth,Conventional,0.898741973,1505510.89,5/30/2021,2021,48698202
Dallas/Ft. Worth,Conventional,0.865252586,1460634.94,5/23/2021,2021,65731567
Denver,Conventional,1.184238664,946662.08,6/13/2021,2021,72677006
Denver,Conventional,1.186637078,937717.33,6/6/2021,2021,46206955
Denver,Conventional,1.17999036,938991.53,5/30/2021,2021,48698202
Denver,Conventional,1.076233673,1012982.46,5/23/2021,2021,65731567
Detroit,Conventional,1.093989988,480366.65,6/13/2021,2021,72677006
Detroit,Conventional,1.127144065,420344.96,6/6/2021,2021,46206955
Detroit,Conventional,1.156913088,437943.05,5/30/2021,2021,48698202
Detroit,Conventional,1.026865726,483902.27,5/23/2021,2021,65731567
Grand Rapids,Conventional,1.518262511,168212.49,6/13/2021,2021,72677006
Grand Rapids,Conventional,1.483633294,165141.55,6/6/2021,2021,46206955
Grand Rapids,Conventional,1.504843835,189441.07,5/30/2021,2021,48698202
Grand Rapids,Conventional,1.483721304,164422.02,5/23/2021,2021,65731567
Harrisburg/Scranton,Conventional,1.12625116,408261.43,6/13/2021,2021,72677006
Harrisburg/Scranton,Conventional,1.197604318,403472.28,6/6/2021,2021,46206955
Harrisburg/Scranton,Conventional,1.202954288,418637.9,5/30/2021,2021,48698202
Harrisburg/Scranton,Conventional,1.197281967,414322.35,5/23/2021,2021,65731567
Hartford/Springfield,Conventional,1.446803704,380331.67,6/13/2021,2021,72677006
Hartford/Springfield,Conventional,1.439957506,389778.73,6/6/2021,2021,46206955
Hartford/Springfield,Conventional,1.479500485,386378.89,5/30/2021,2021,48698202
Hartford/Springfield,Conventional,1.429734987,396671.98,5/23/2021,2021,65731567
Houston,Conventional,0.808842046,1173045.14,6/13/2021,2021,72677006
Houston,Conventional,0.864684866,1142320.54,6/6/2021,2021,46206955
Houston,Conventional,0.844975678,1161752.22,5/30/2021,2021,48698202
Houston,Conventional,0.855887943,1130749.16,5/23/2021,2021,65731567
Indianapolis,Conventional,1.083410446,266646.74,6/13/2021,2021,72677006
Indianapolis,Conventional,1.116045722,239279.14,6/6/2021,2021,46206955
Indianapolis,Conventional,1.127487313,255328.35,5/30/2021,2021,48698202
Indianapolis,Conventional,0.995615125,271055.71,5/23/2021,2021,65731567
Jacksonville,Conventional,1.252777319,216827.82,6/13/2021,2021,72677006
Jacksonville,Conventional,1.207423116,229477.89,6/6/2021,2021,46206955
Jacksonville,Conventional,1.274041108,232574.26,5/30/2021,2021,48698202
Jacksonville,Conventional,1.258843527,220371.72,5/23/2021,2021,65731567
Las Vegas,Conventional,1.05235431,374412.44,6/13/2021,2021,72677006
Las Vegas,Conventional,1.098786532,370405.71,6/6/2021,2021,46206955
Las Vegas,Conventional,1.114452586,359570.4,5/30/2021,2021,48698202
Las Vegas,Conventional,1.079448146,370379.38,5/23/2021,2021,65731567
Los Angeles,Conventional,1.258646494,2925544.13,6/13/2021,2021,72677006
Los Angeles,Conventional,1.312639186,2940292.15,6/6/2021,2021,46206955
Los Angeles,Conventional,1.330166144,2884387.07,5/30/2021,2021,48698202
Los Angeles,Conventional,1.328780884,2806719.37,5/23/2021,2021,65731567
Louisville,Conventional,1.13441013,121940.84,6/13/2021,2021,72677006
Louisville,Conventional,1.150105679,125653.95,6/6/2021,2021,46206955
Louisville,Conventional,1.107414827,126506.47,5/30/2021,2021,48698202
Louisville,Conventional,1.088727278,123620.13,5/23/2021,2021,65731567
Miami/Ft. Lauderdale,Conventional,1.214118122,997828.4,6/13/2021,2021,72677006
Miami/Ft. Lauderdale,Conventional,1.180723952,1046876.83,6/6/2021,2021,46206955
Miami/Ft. Lauderdale,Conventional,1.238627391,1017554.14,5/30/2021,2021,48698202
Miami/Ft. Lauderdale,Conventional,1.243886912,1021087.96,5/23/2021,2021,65731567
Nashville,Conventional,1.104517907,279766.8,6/13/2021,2021,72677006
Nashville,Conventional,1.091169832,296536.23,6/6/2021,2021,46206955
Nashville,Conventional,1.062595765,307977.34,5/30/2021,2021,48698202
Nashville,Conventional,1.077532166,313135.99,5/23/2021,2021,65731567
Northern New England,Conventional,1.214069018,536796.37,6/13/2021,2021,72677006
Northern New England,Conventional,1.047098932,614863.39,6/6/2021,2021,46206955
Northern New England,Conventional,1.246122504,544408.36,5/30/2021,2021,48698202
Northern New England,Conventional,1.128653081,581029.75,5/23/2021,2021,65731567
New Orleans/Mobile,Conventional,0.970332371,339303.13,6/13/2021,2021,72677006
New Orleans/Mobile,Conventional,0.999244596,326523.72,6/6/2021,2021,46206955
New Orleans/Mobile,Conventional,1.004732574,325577.16,5/30/2021,2021,48698202
New Orleans/Mobile,Conventional,0.976230437,318885.01,5/23/2021,2021,65731567
New York,Conventional,1.323702292,1953870.54,6/13/2021,2021,72677006
New York,Conventional,1.309365854,1977246.73,6/6/2021,2021,46206955
New York,Conventional,1.326662627,1995497.02,5/30/2021,2021,48698202
New York,Conventional,1.296293797,2065111.45,5/23/2021,2021,65731567
Orlando,Conventional,1.180368854,584159.08,6/13/2021,2021,72677006
Orlando,Conventional,1.148779924,602043.43,6/6/2021,2021,46206955
Orlando,Conventional,1.201584876,585192.5,5/30/2021,2021,48698202
Orlando,Conventional,1.176199781,568745.85,5/23/2021,2021,65731567
Peoria/Springfield,Conventional,1.070670804,132989.42,6/13/2021,2021,72677006
Peoria/Springfield,Conventional,1.062842658,125245.58,6/6/2021,2021,46206955
Peoria/Springfield,Conventional,1.096371617,127770.53,5/30/2021,2021,48698202
Peoria/Springfield,Conventional,1.007379836,131472.73,5/23/2021,2021,65731567
Philadelphia,Conventional,1.100490883,698023.62,6/13/2021,2021,72677006
Philadelphia,Conventional,1.172436609,656522.71,6/6/2021,2021,46206955
Philadelphia,Conventional,1.183005564,668863.22,5/30/2021,2021,48698202
Philadelphia,Conventional,1.176510945,674582.15,5/23/2021,2021,65731567
Phoenix/Tucson,Conventional,0.856249256,1341561.51,6/13/2021,2021,72677006
Phoenix/Tucson,Conventional,0.902112508,1304542.52,6/6/2021,2021,46206955
Phoenix/Tucson,Conventional,0.961307958,1239569.04,5/30/2021,2021,48698202
Phoenix/Tucson,Conventional,0.887850053,1260709.99,5/23/2021,2021,65731567
Pittsburgh,Conventional,1.239190427,120809.71,6/13/2021,2021,72677006
Pittsburgh,Conventional,1.235647636,122261.6,6/6/2021,2021,46206955
Pittsburgh,Conventional,1.236206912,123094.48,5/30/2021,2021,48698202
Pittsburgh,Conventional,1.044522093,155198.46,5/23/2021,2021,65731567
Portland,Conventional,1.265173862,661713.74,6/13/2021,2021,72677006
Portland,Conventional,1.270137649,691013.85,6/6/2021,2021,46206955
Portland,Conventional,1.359156285,633291.73,5/30/2021,2021,48698202
Portland,Conventional,1.278192531,633017.31,5/23/2021,2021,65731567
Providence,Conventional,1.562826093,97958,6/13/2021,2021,72677006
Providence,Conventional,1.514727207,96753.1,6/6/2021,2021,46206955
Providence,Conventional,1.577934952,97586.58,5/30/2021,2021,48698202
Providence,Conventional,1.379182037,108979.63,5/23/2021,2021,65731567
Raleigh/Greensboro,Conventional,1.157954722,444223.55,6/13/2021,2021,72677006
Raleigh/Greensboro,Conventional,1.207115268,431174.34,6/6/2021,2021,46206955
Raleigh/Greensboro,Conventional,1.215968323,437991.04,5/30/2021,2021,48698202
Raleigh/Greensboro,Conventional,1.178879221,443301.2,5/23/2021,2021,65731567
Richmond/Norfolk,Conventional,1.171899529,305696.59,6/13/2021,2021,72677006
Richmond/Norfolk,Conventional,1.200368338,315822.83,6/6/2021,2021,46206955
Richmond/Norfolk,Conventional,1.170202303,340542.9,5/30/2021,2021,48698202
Richmond/Norfolk,Conventional,1.160673759,329051.91,5/23/2021,2021,65731567
Roanoke,Conventional,1.052544879,189682.53,6/13/2021,2021,72677006
Roanoke,Conventional,1.109698461,184799.46,6/6/2021,2021,46206955
Roanoke,Conventional,1.068654716,196471.49,5/30/2021,2021,48698202
Roanoke,Conventional,1.064359465,199230.75,5/23/2021,2021,65731567
Sacramento,Conventional,1.438811726,467229.07,6/13/2021,2021,72677006
Sacramento,Conventional,1.278279659,493694.4,6/6/2021,2021,46206955
Sacramento,Conventional,1.337685218,530443.59,5/30/2021,2021,48698202
Sacramento,Conventional,1.148998828,529070.28,5/23/2021,2021,65731567
San Diego,Conventional,1.314535243,512363.22,6/13/2021,2021,72677006
San Diego,Conventional,1.350776678,525672.78,6/6/2021,2021,46206955
San Diego,Conventional,1.423261392,507157.15,5/30/2021,2021,48698202
San Diego,Conventional,1.362557208,508858.43,5/23/2021,2021,65731567
San Francisco,Conventional,1.534828068,758542.36,6/13/2021,2021,72677006
San Francisco,Conventional,1.178933405,904441.17,6/6/2021,2021,46206955
San Francisco,Conventional,1.635580183,736429.3,5/30/2021,2021,48698202
San Francisco,Conventional,1.208038943,809093.82,5/23/2021,2021,65731567
Seattle,Conventional,1.536360902,536788.67,6/13/2021,2021,72677006
Seattle,Conventional,1.646301596,519837.44,6/6/2021,2021,46206955
Seattle,Conventional,1.662339963,522041.43,5/30/2021,2021,48698202
Seattle,Conventional,1.603891511,508071.7,5/23/2021,2021,65731567
South Carolina,Conventional,1.149841247,521373.36,6/13/2021,2021,72677006
South Carolina,Conventional,1.156577184,539561.78,6/6/2021,2021,46206955
South Carolina,Conventional,1.170988211,558020.29,5/30/2021,2021,48698202
South Carolina,Conventional,1.157789552,549296.34,5/23/2021,2021,65731567
Spokane,Conventional,1.230701147,84464.86,6/13/2021,2021,72677006
Spokane,Conventional,1.363185883,82058.28,6/6/2021,2021,46206955
Spokane,Conventional,1.38550353,79714.96,5/30/2021,2021,48698202
Spokane,Conventional,1.32624058,77553.86,5/23/2021,2021,65731567
St. Louis,Conventional,1.050305865,216735.46,6/13/2021,2021,72677006
St. Louis,Conventional,1.066668675,215948.49,6/6/2021,2021,46206955
St. Louis,Conventional,1.062444704,218619.27,5/30/2021,2021,48698202
St. Louis,Conventional,0.989634223,235073.4,5/23/2021,2021,65731567
Syracuse,Conventional,1.189384912,95437.09,6/13/2021,2021,72677006
Syracuse,Conventional,1.165157449,94596.75,6/6/2021,2021,46206955
Syracuse,Conventional,1.175479164,97990.13,5/30/2021,2021,48698202
Syracuse,Conventional,1.141098175,100942.77,5/23/2021,2021,65731567
Tampa,Conventional,1.153443564,576812.46,6/13/2021,2021,72677006
Tampa,Conventional,1.12176129,610467.46,6/6/2021,2021,46206955
Tampa,Conventional,1.176285006,596920.85,5/30/2021,2021,48698202
Tampa,Conventional,1.170088534,590695.54,5/23/2021,2021,65731567
Toledo,Conventional,1.064337583,147771.84,6/13/2021,2021,72677006
Toledo,Conventional,1.133387791,131402.67,6/6/2021,2021,46206955
Toledo,Conventional,1.174890014,140560.57,5/30/2021,2021,48698202
Toledo,Conventional,1.024401109,149576.63,5/23/2021,2021,65731567
West Tex/New Mexico,Conventional,0.892604027,1004008.22,6/13/2021,2021,72677006
West Tex/New Mexico,Conventional,0.969682201,958909.21,6/6/2021,2021,46206955
West Tex/New Mexico,Conventional,0.99257023,968661.91,5/30/2021,2021,48698202
West Tex/New Mexico,Conventional,0.986089207,895637.72,5/23/2021,2021,65731567
Wichita,Conventional,0.946558333,114196.55,6/13/2021,2021,72677006
Wichita,Conventional,0.954962752,118140.94,6/6/2021,2021,46206955
Wichita,Conventional,0.974693568,112985.42,5/30/2021,2021,48698202
Wichita,Conventional,0.954708757,111560.52,5/23/2021,2021,65731567
